ID_kod,Zwolnienie,Bezwzgledny_obowiazek,Uwagi
5412,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5413,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5414,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5415,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5416,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5417,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5418,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5454,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5455,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5456,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5482,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5483,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5511,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5512,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5559,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5560,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5561,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5562,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5563,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5564,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5565,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5566,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5567,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5568,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5569,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5570,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5571,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5572,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5573,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5574,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5575,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5576,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5577,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5818,,"Obowiązkowa kasa fiskalna",
5868,,"Obowiązkowa kasa fiskalna",
5869,,"Obowiązkowa kasa fiskalna",
5870,,"Obowiązkowa kasa fiskalna",
5871,,"Obowiązkowa kasa fiskalna",
5872,,"Obowiązkowa kasa fiskalna",
5873,,"Obowiązkowa kasa fiskalna",
5874,,"Obowiązkowa kasa fiskalna",
5875,,"Obowiązkowa kasa fiskalna",
5876,,"Obowiązkowa kasa fiskalna",
5877,,"Obowiązkowa kasa fiskalna",
5878,,"Obowiązkowa kasa fiskalna",
5879,,"Obowiązkowa kasa fiskalna",
5880,,"Obowiązkowa kasa fiskalna",
5881,,"Obowiązkowa kasa fiskalna",
5882,,"Obowiązkowa kasa fiskalna",
5883,,"Obowiązkowa kasa fiskalna",
5884,,"Obowiązkowa kasa fiskalna",
5885,,"Obowiązkowa kasa fiskalna",
6443,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6472,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6473,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6474,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6475,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6476,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6477,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6478,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6479,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6483,,"Obowiązkowa kasa fiskalna","Z  wyłączeniem wynajmu samochodów osobowych z kierowcą"
6487,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6488,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6489,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6491,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6492,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6493,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6735,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6736,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6737,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6738,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6739,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6740,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6741,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6742,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6743,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6744,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6745,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6746,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6747,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6748,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6749,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6750,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6751,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6752,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6753,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6754,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6755,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6756,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6757,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6763,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6764,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6772,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6773,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6783,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6784,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6785,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6786,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6787,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6788,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6789,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6790,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6791,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
6794,,"Obowiązkowa kasa fiskalna",
6795,,"Obowiązkowa kasa fiskalna",
6796,,"Obowiązkowa kasa fiskalna",
6797,,"Obowiązkowa kasa fiskalna",
6798,,"Obowiązkowa kasa fiskalna",
6799,,"Obowiązkowa kasa fiskalna",
6800,,"Obowiązkowa kasa fiskalna",
6801,,"Obowiązkowa kasa fiskalna",
6803,,"Obowiązkowa kasa fiskalna",
6805,,"Obowiązkowa kasa fiskalna",""wyłącznie: – świadczonych przez stacjonarne placówki gastronomiczne, w tym również sezonowo, oraz – usług przygotowywania żywności dla odbiorców zewnętrznych (catering""
6811,,"Obowiązkowa kasa fiskalna",""wyłącznie: – świadczonych przez stacjonarne placówki gastronomiczne, w tym również sezonowo, oraz – usług przygotowywania żywności dla odbiorców zewnętrznych (catering"
6812,,"Obowiązkowa kasa fiskalna",""wyłącznie: – świadczonych przez stacjonarne placówki gastronomiczne, w tym również sezonowo, oraz – usług przygotowywania żywności dla odbiorców zewnętrznych (catering""
6813,,"Obowiązkowa kasa fiskalna",""wyłącznie: wyłącznie: – świadczonych przez stacjonarne placówki gastronomiczne, w tym również sezonowo, oraz – usług przygotowywania żywności dla odbiorców zewnętrznych (catering"
6814,,"Obowiązkowa kasa fiskalna",""wyłącznie: wyłącznie: – świadczonych przez stacjonarne placówki gastronomiczne, w tym również sezonowo, oraz – usług przygotowywania żywności dla odbiorców zewnętrznych (catering)"
6815,,"Obowiązkowa kasa fiskalna",""wyłącznie: wyłącznie: – świadczonych przez stacjonarne placówki gastronomiczne, w tym również sezonowo, oraz – usług przygotowywania żywności dla odbiorców zewnętrznych (catering)"
6816,,"Obowiązkowa kasa fiskalna",""wyłącznie: wyłącznie: – świadczonych przez stacjonarne placówki gastronomiczne, w tym również sezonowo, oraz – usług przygotowywania żywności dla odbiorców zewnętrznych (catering)"
6817,,"Obowiązkowa kasa fiskalna",""wyłącznie: wyłącznie: – świadczonych przez stacjonarne placówki gastronomiczne, w tym również sezonowo, oraz – usług przygotowywania żywności dla odbiorców zewnętrznych (catering"
6818,,"Obowiązkowa kasa fiskalna",""wyłącznie: wyłącznie: – świadczonych przez stacjonarne placówki gastronomiczne, w tym również sezonowo, oraz – usług przygotowywania żywności dla odbiorców zewnętrznych (catering"
6819,,"Obowiązkowa kasa fiskalna",""wyłącznie: wyłącznie: – świadczonych przez stacjonarne placówki gastronomiczne, w tym również sezonowo, oraz – usług przygotowywania żywności dla odbiorców zewnętrznych (catering"
6820,,"Obowiązkowa kasa fiskalna",""wyłącznie: wyłącznie: – świadczonych przez stacjonarne placówki gastronomiczne, w tym również sezonowo, oraz – usług przygotowywania żywności dla odbiorców zewnętrznych (catering)"
6821,,"Obowiązkowa kasa fiskalna",""wyłącznie: – świadczonych przez stacjonarne placówki gastronomiczne, w tym również sezonowo, oraz – usług przygotowywania żywności dla odbiorców zewnętrznych (catering"
6822,,"Obowiązkowa kasa fiskalna",""wyłącznie: – świadczonych przez stacjonarne placówki gastronomiczne, w tym również sezonowo, oraz – usług przygotowywania żywności dla odbiorców zewnętrznych (catering"
6823,,"Obowiązkowa kasa fiskalna",""wyłącznie: – świadczonych przez stacjonarne placówki gastronomiczne, w tym również sezonowo, oraz – usług przygotowywania żywności dla odbiorców zewnętrznych (catering)"
6824,,"Obowiązkowa kasa fiskalna",""wyłącznie: – świadczonych przez stacjonarne placówki gastronomiczne, w tym również sezonowo, oraz – usług przygotowywania żywności dla odbiorców zewnętrznych (catering)"
7221,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7223,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7224,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7225,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7226,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7227,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7228,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7229,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7230,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7231,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7232,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7233,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7234,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7235,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7236,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7237,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7238,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7239,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7240,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7241,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7242,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7243,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7244,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7245,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7246,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7247,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7248,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7249,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7250,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7251,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7252,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7253,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7254,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7255,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7256,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7257,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7258,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7259,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7260,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7261,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7262,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7263,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7264,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7265,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7266,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7267,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7268,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7269,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7270,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7271,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7272,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7273,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7275,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7276,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7277,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7278,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7279,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7280,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7281,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7282,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7283,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7284,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7285,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7286,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7287,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7288,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7289,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7290,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7291,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7292,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7293,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7294,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7295,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7296,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7297,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7298,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7299,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7300,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7301,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7302,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7303,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7304,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7305,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7306,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7307,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7308,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7309,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7310,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7311,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7312,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7313,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7314,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7315,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7316,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7317,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7318,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7319,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7320,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7321,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7322,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7323,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7324,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7325,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7326,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7327,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7328,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7329,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7330,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7331,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7332,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7333,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7334,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7335,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7336,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7337,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7338,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7339,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7340,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7341,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7342,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7343,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7344,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7345,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7346,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7347,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7348,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7349,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7350,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7351,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7352,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7353,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7354,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7355,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7356,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7357,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7358,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7359,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7360,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7361,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7362,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7363,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7364,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7365,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7366,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7367,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7368,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7369,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7370,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7371,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7372,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7373,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7374,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7375,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7376,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7377,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7378,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7379,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7380,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7381,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7382,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7383,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7384,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7385,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7386,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7387,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7388,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7389,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7390,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7391,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7392,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7393,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7394,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7395,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7396,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7397,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7398,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7399,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7400,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7401,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7402,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7403,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7404,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7405,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7406,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7407,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7408,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7409,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7410,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7411,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7412,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7413,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7414,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7415,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7416,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7417,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7418,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7419,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7420,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7421,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7422,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
7423,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
