ID_kod,PKWiU2015,Kody_CN
5421,20.14.12.0,"2902 30 00"
5422,20.14.12.0,"2902 41 00"
5423,20.14.12.0,"2902 42 00"
5424,20.14.12.0,"2902 43 00"
5425,20.14.12.0,"2902 44 00"
5426,20.14.12.0,"2902 50 00"
5427,20.14.12.0,"2902 60 00"
5428,20.14.12.0,"2902 70 00"
5429,20.14.12.0,"2902 90 00"
5430,20.14.13.0,"2903 11 00"
5431,20.14.13.0,"2903 12 00"
5432,20.14.13.0,"2903 13 00"
5433,20.14.13.0,"2903 14 00"
5434,20.14.13.0,"2903 15 00"
5435,20.14.13.0,"2903 19 00"
5436,20.14.13.0,"2903 21 00"
5437,20.14.13.0,"2903 22 00"
5438,20.14.13.0,"2903 23 00"
5439,20.14.13.0,"2903 29 00"
5440,20.14.14.0,"2904 10 00"
5441,20.14.14.0,"2904 20 00"
5442,20.14.14.0,"2904 31 00"
5443,20.14.14.0,"2904 32 00"
5444,20.14.14.0,"2904 33 00"
5445,20.14.14.0,"2904 34 00"
5446,20.14.14.0,"2904 35 00"
5447,20.14.14.0,"2904 36 00"
5448,20.14.14.0,"2904 91 00"
5449,20.14.14.0,"2904 99 00"
5450,20.14.19.0,"2903 41 00"
5451,20.14.19.0,"2903 42 00"
5452,20.14.19.0,"2903 43 00"
5453,20.14.19.0,"2903 44 00"
5454,20.14.19.0,"2903 45 00"
5455,20.14.19.0,"2903 46 00"
5456,20.14.19.0,"2903 47 00"
5457,20.14.19.0,"2903 48 00"
5458,20.14.19.0,"2903 49 10"
5459,20.14.19.0,"2903 49 30"
5460,20.14.19.0,"2903 49 90"
5461,20.14.19.0,"2903 51 00"
5462,20.14.19.0,"2903 59 00"
5463,20.14.19.0,"2903 61 00"
5464,20.14.19.0,"2903 62 00"
5465,20.14.19.0,"2903 69 11"
5466,20.14.19.0,"2903 69 19"
5467,20.14.19.0,"2903 69 80"
5468,20.14.19.0,"2903 71 00"
5469,20.14.19.0,"2903 72 00"
5470,20.14.19.0,"2903 73 00"
5471,20.14.19.0,"2903 74 00"
5472,20.14.19.0,"2903 75 00"
5473,20.14.19.0,"2903 76 10"
5474,20.14.19.0,"2903 76 20"
5475,20.14.19.0,"2903 76 90"
5476,20.14.19.0,"2903 77 60"
5477,20.14.19.0,"2903 77 90"
5478,20.14.19.0,"2903 78 00"
5479,20.14.19.0,"2903 79 30"
5480,20.14.19.0,"2903 79 80"
5481,20.14.19.0,"2903 81 00"
5482,20.14.19.0,"2903 82 00"
5483,20.14.19.0,"2903 83 00"
5484,20.14.19.0,"2903 89 10"
5485,20.14.19.0,"2903 89 80"
5486,20.14.19.0,"2903 91 00"
5487,20.14.19.0,"2903 92 00"
5488,20.14.19.0,"2903 93 00"
5489,20.14.19.0,"2903 94 00"
5490,20.14.19.0,"2903 99 10"
5491,20.14.19.0,"2903 99 80"
5492,20.14.21.0,"3823 70 00"
5493,20.14.22.1,"2905 11 00"
5494,20.14.22.9,"2905 11 00"
5495,20.14.22.9,"2905 12 00"
5496,20.14.22.9,"2905 13 00"
5497,20.14.22.9,"2905 14 10"
5498,20.14.22.9,"2905 14 90"
5499,20.14.22.9,"2905 16 20"
5500,20.14.22.9,"2905 16 85"
5501,20.14.22.9,"2905 17 00"
5502,20.14.22.9,"2905 19 00"
5503,20.14.22.9,"2905 22 00"
5504,20.14.22.9,"2905 29 10"
5505,20.14.22.9,"2905 29 90"
5506,20.14.23.0,"2905 31 00"
5507,20.14.23.0,"2905 32 00"
5508,20.14.23.0,"2905 39 20"
5509,20.14.23.0,"2905 39 26"
5510,20.14.23.0,"2905 39 28"
5511,20.14.23.0,"2905 39 30"
5512,20.14.23.0,"2905 39 95"
5513,20.14.23.0,"2905 41 00"
5514,20.14.23.0,"2905 42 00"
5515,20.14.23.0,"2905 43 00"
5516,20.14.23.0,"2905 44 11"
5517,20.14.23.0,"2905 44 19"
5518,20.14.23.0,"2905 44 91"
5519,20.14.23.0,"2905 44 99"
5520,20.14.23.0,"2905 45 00"
5521,20.14.23.0,"2905 49 00"
5522,20.14.23.0,"2905 51 00"
5523,20.14.23.0,"2905 59 91"
5524,20.14.23.0,"2905 59 98"
5525,20.14.23.0,"2906 11 00"
5526,20.14.23.0,"2906 12 00"
5527,20.14.23.0,"2906 13 10"
5528,20.14.23.0,"2906 13 90"
5529,20.14.23.0,"2906 19 00"
5530,20.14.23.0,"2906 21 00"
5531,20.14.23.0,"2906 29 00"
5532,20.14.24.0,"2907 11 00"
5533,20.14.24.0,"2907 12 00"
5534,20.14.24.0,"2907 13 00"
5535,20.14.24.0,"2907 15 10"
5536,20.14.24.0,"2907 15 90"
5537,20.14.24.0,"2907 19 10"
5538,20.14.24.0,"2907 19 90"
5539,20.14.24.0,"2907 21 00"
5540,20.14.24.0,"2907 22 00"
5541,20.14.24.0,"2907 23 00"
5542,20.14.24.0,"2907 29 00"
5543,20.14.24.0,"2908 11 00"
5544,20.14.24.0,"2908 19 00"
5545,20.14.24.0,"2908 91 00"
5546,20.14.24.0,"2908 92 00"
5547,20.14.24.0,"2908 99 00"
5548,20.14.31.0,"3823 11 00"
5549,20.14.31.0,"3823 12 00"
5550,20.14.31.0,"3823 13 00"
5551,20.14.31.0,"3823 19 10"
5552,20.14.31.0,"3823 19 30"
5553,20.14.31.0,"3823 19 90"
5554,20.14.32.0,"2915 11 00"
5555,20.14.32.0,"2915 12 00"
5556,20.14.32.0,"2915 13 00"
5557,20.14.32.0,"2915 21 00"
5558,20.14.32.0,"2915 24 00"
5559,20.14.32.0,"2915 29 00"
5560,20.14.32.0,"2915 31 00"
5561,20.14.32.0,"2915 32 00"
5562,20.14.32.0,"2915 33 00"
5563,20.14.32.0,"2915 36 00"
5564,20.14.32.0,"2915 39 00"
5565,20.14.32.0,"2915 40 00"
5566,20.14.32.0,"2915 50 00"
5567,20.14.32.0,"2915 60 11"
5568,20.14.32.0,"2915 60 19"
5569,20.14.32.0,"2915 60 90"
5570,20.14.32.0,"2915 70 40"
5571,20.14.32.0,"2915 70 50"
5572,20.14.32.0,"2915 90 30"
5573,20.14.32.0,"2915 90 70"
5574,20.14.33.0,"2916 11 00"
5575,20.14.33.0,"2916 12 00"
5576,20.14.33.0,"2916 13 00"
5577,20.14.33.0,"2916 14 00"
5578,20.14.33.0,"2916 15 00"
5579,20.14.33.0,"2916 16 00"
5580,20.14.33.0,"2916 19 10"
5581,20.14.33.0,"2916 19 40"
5582,20.14.33.0,"2916 19 95"
5583,20.14.33.0,"2916 20 00"
5584,20.14.33.0,"2916 31 00"
5585,20.14.33.0,"2916 32 00"
5586,20.14.33.0,"2916 34 00"
5587,20.14.33.0,"2916 39 10"
5588,20.14.33.0,"2916 39 90"
5589,20.14.33.0,"2917 11 00"
5590,20.14.33.0,"2917 12 00"
5591,20.14.33.0,"2917 13 10"
5592,20.14.33.0,"2917 13 90"
5593,20.14.33.0,"2917 14 00"
5594,20.14.33.0,"2917 19 10"
5595,20.14.33.0,"2917 19 20"
5596,20.14.33.0,"2917 19 80"
5597,20.14.33.0,"2917 20 00"
5598,20.14.34.0,"2917 32 00"
5599,20.14.34.0,"2917 33 00"
5600,20.14.34.0,"2917 34 00"
5601,20.14.34.0,"2917 35 00"
5602,20.14.34.0,"2917 36 00"
5603,20.14.34.0,"2917 37 00"
5604,20.14.34.0,"2917 39 20"
5605,20.14.34.0,"2917 39 35"
5606,20.14.34.0,"2917 39 85"
5607,20.14.34.0,"2918 11 00"
5608,20.14.34.0,"2918 12 00"
5609,20.14.34.0,"2918 13 00"
5610,20.14.34.0,"2918 14 00"
5611,20.14.34.0,"2918 15 00"
5612,20.14.34.0,"2918 16 00"
5613,20.14.34.0,"2918 17 00"
5614,20.14.34.0,"2918 18 00"
5615,20.14.34.0,"2918 19 30"
5616,20.14.34.0,"2918 19 40"
5617,20.14.34.0,"2918 19 98"
5618,20.14.34.0,"2918 29 00"
5619,20.14.34.0,"2918 30 00"
5620,20.14.34.0,"2918 91 00"
5621,20.14.34.0,"2918 99 40"
5622,20.14.34.0,"2918 99 90"
5623,20.14.41.0,"2921 11 00"
5624,20.14.41.0,"2921 12 00"
5625,20.14.41.0,"2921 13 00"
5626,20.14.41.0,"2921 14 00"
5627,20.14.41.0,"2921 19 40"
5628,20.14.41.0,"2921 19 50"
5629,20.14.41.0,"2921 19 99"
5630,20.14.41.0,"2921 21 00"
5631,20.14.41.0,"2921 22 00"
5632,20.14.41.0,"2921 29 00"
5633,20.14.41.0,"2921 30 10"
5634,20.14.41.0,"2921 30 91"
5635,20.14.41.0,"2921 30 99"
5636,20.14.41.0,"2921 41 00"
5637,20.14.41.0,"2921 42 00"
5638,20.14.41.0,"2921 43 00"
5639,20.14.41.0,"2921 44 00"
5640,20.14.41.0,"2921 45 00"
5641,20.14.41.0,"2921 46 00"
5642,20.14.41.0,"2921 49 00"
5643,20.14.41.0,"2921 51 11"
5644,20.14.41.0,"2921 51 19"
5645,20.14.41.0,"2921 51 90"
5646,20.14.41.0,"2921 59 50"
5647,20.14.41.0,"2921 59 90"
5648,20.14.42.0,"2922 11 00"
5649,20.14.42.0,"2922 12 00"
5650,20.14.42.0,"2922 14 00"
5651,20.14.42.0,"2922 15 00"
5652,20.14.42.0,"2922 16 00"
5653,20.14.42.0,"2922 17 00"
5654,20.14.42.0,"2922 18 00"
5655,20.14.42.0,"2922 19 00"
5656,20.14.42.0,"2922 21 00"
5657,20.14.42.0,"2922 29 00"
5658,20.14.42.0,"2922 31 00"
5659,20.14.42.0,"2922 39 00"
5660,20.14.42.0,"2922 43 00"
5661,20.14.42.0,"2922 44 00"
5662,20.14.42.0,"2922 49 20"
5663,20.14.42.0,"2922 49 85"
5664,20.14.42.0,"2922 50 00"
5665,20.14.43.0,"2924 21 00"
5666,20.14.43.0,"2925 11 00"
5667,20.14.43.0,"2925 12 00"
5668,20.14.43.0,"2925 19 20"
5669,20.14.43.0,"2925 19 95"
5670,20.14.43.0,"2925 21 00"
5671,20.14.43.0,"2925 29 00"
5672,20.14.43.0,"2926 10 00"
5673,20.14.43.0,"2926 20 00"
5674,20.14.43.0,"2926 30 00"
5675,20.14.43.0,"2926 40 00"
5676,20.14.43.0,"2926 90 20"
5677,20.14.43.0,"2926 90 70"
5678,20.14.44.0,"2927 00 00"
5679,20.14.44.0,"2928 00 10"
5680,20.14.44.0,"2928 00 90"
5681,20.14.44.0,"2929 10 00"
5682,20.14.44.0,"2929 90 00"
5683,20.14.51.0,"2930 10 00"
5684,20.14.51.0,"2930 20 00"
5685,20.14.51.0,"2930 30 00"
5686,20.14.51.0,"2930 40 10"
5687,20.14.51.0,"2930 40 90"
5688,20.14.51.0,"2930 60 00"
5689,20.14.51.0,"2930 70 00"
5690,20.14.51.0,"2930 80 00"
5691,20.14.51.0,"2930 90 13"
5692,20.14.51.0,"2930 90 16"
5693,20.14.51.0,"2930 90 30"
5694,20.14.51.0,"2930 90 40"
5695,20.14.51.0,"2930 90 50"
5696,20.14.51.0,"2930 90 98"
5697,20.14.51.0,"2931 10 00"
5698,20.14.51.0,"2931 20 00"
5699,20.14.51.0,"2931 41 00"
5700,20.14.51.0,"2931 42 00"
5701,20.14.51.0,"2931 43 00"
5702,20.14.51.0,"2931 44 00"
5703,20.14.51.0,"2931 45 00"
5704,20.14.51.0,"2931 46 00"
5705,20.14.51.0,"2931 47 00"
5706,20.14.51.0,"2931 48 00"
5707,20.14.51.0,"2931 49 10"
5708,20.14.51.0,"2931 49 20"
5709,20.14.51.0,"2931 49 30"
5710,20.14.51.0,"2931 49 40"
5711,20.14.51.0,"2931 49 90"
5712,20.14.51.0,"2931 51 00"
5713,20.14.51.0,"2931 52 00"
5714,20.14.51.0,"2931 53 00"
5715,20.14.51.0,"2931 54 00"
5716,20.14.51.0,"2931 59 10"
5717,20.14.51.0,"2931 59 90"
5718,20.14.51.0,"2931 90 00"
5719,20.14.52.0,"2932 11 00"
5720,20.14.52.0,"2932 12 00"
5721,20.14.52.0,"2932 13 00"
5722,20.14.52.0,"2932 14 00"
5723,20.14.52.0,"2932 19 00"
5724,20.14.52.0,"2932 20 90"
5725,20.14.52.0,"2932 91 00"
5726,20.14.52.0,"2932 92 00"
5727,20.14.52.0,"2932 93 00"
5728,20.14.52.0,"2932 94 00"
5729,20.14.52.0,"2932 95 00"
5730,20.14.52.0,"2932 96 00"
5731,20.14.52.0,"2932 99 00"
5732,20.14.52.0,"2933 29 10"
5733,20.14.52.0,"2933 29 90"
5734,20.14.52.0,"2933 31 00"
5735,20.14.52.0,"2933 32 00"
5736,20.14.52.0,"2933 33 00"
5737,20.14.52.0,"2933 34 00"
5738,20.14.52.0,"2933 35 00"
5739,20.14.52.0,"2933 36 00"
5740,20.14.52.0,"2933 37 00"
5741,20.14.52.0,"2933 39 10"
5742,20.14.52.0,"2933 39 20"
5743,20.14.52.0,"2933 39 25"
5744,20.14.52.0,"2933 39 35"
5745,20.14.52.0,"2933 39 40"
5746,20.14.52.0,"2933 39 45"
5747,20.14.52.0,"2933 39 50"
5748,20.14.52.0,"2933 39 55"
5749,20.14.52.0,"2933 39 99"
5750,20.14.52.0,"2933 41 00"
5751,20.14.52.0,"2933 49 10"
5752,20.14.52.0,"2933 49 30"
5753,20.14.52.0,"2933 49 90"
5754,20.14.52.0,"2933 61 00"
5755,20.14.52.0,"2933 71 00"
5756,20.14.52.0,"2933 72 00"
5757,20.14.52.0,"2933 79 00"
5758,20.14.52.0,"2933 91 10"
5759,20.14.52.0,"2933 91 90"
5760,20.14.52.0,"2933 92 00"
5761,20.14.52.0,"2933 99 20"
5762,20.14.52.0,"2933 99 50"
5763,20.14.52.0,"2933 99 80"
5764,20.14.52.0,"2934 10 00"
5765,20.14.52.0,"2934 20 20"
5766,20.14.52.0,"2934 20 80"
5767,20.14.52.0,"2934 91 00"
5768,20.14.52.0,"2934 92 00"
5769,20.14.52.0,"2934 99 60"
5770,20.14.52.0,"2934 99 90"
5771,20.14.52.0,"2939 80 00"
5772,20.14.53.0,"2919 10 00"
5773,20.14.53.0,"2919 90 00"
5774,20.14.53.0,"2920 11 00"
5775,20.14.53.0,"2920 19 00"
5776,20.14.53.0,"2920 21 00"
5777,20.14.53.0,"2920 22 00"
5778,20.14.53.0,"2920 23 00"
5779,20.14.53.0,"2920 24 00"
5780,20.14.53.0,"2920 29 00"
5781,20.14.53.0,"2920 30 00"
5782,20.14.53.0,"2920 90 10"
5783,20.14.53.0,"2920 90 70"
5784,20.14.61.0,"2912 11 00"
5785,20.14.61.0,"2912 12 00"
5786,20.14.61.0,"2912 19 00"
5787,20.14.61.0,"2912 21 00"
5788,20.14.61.0,"2912 29 00"
5789,20.14.61.0,"2912 41 00"
5790,20.14.61.0,"2912 42 00"
5791,20.14.61.0,"2912 49 00"
5792,20.14.61.0,"2912 50 00"
5793,20.14.61.0,"2912 60 00"
5794,20.14.61.0,"2913 00 00"
5795,20.14.62.0,"2914 11 00"
5796,20.14.62.0,"2914 12 00"
5797,20.14.62.0,"2914 13 00"
5798,20.14.62.0,"2914 19 10"
5799,20.14.62.0,"2914 19 90"
5800,20.14.62.0,"2914 22 00"
5801,20.14.62.0,"2914 23 00"
5802,20.14.62.0,"2914 29 00"
5803,20.14.62.0,"2914 31 00"
5804,20.14.62.0,"2914 39 00"
5805,20.14.62.0,"2914 40 10"
5806,20.14.62.0,"2914 40 90"
5807,20.14.62.0,"2914 50 00"
5808,20.14.62.0,"2914 61 00"
5809,20.14.62.0,"2914 62 00"
5810,20.14.62.0,"2914 69 10"
5811,20.14.62.0,"2914 69 80"
5812,20.14.62.0,"2914 71 00"
5813,20.14.62.0,"2914 79 00"
5814,20.14.63.1,"2909 11 00"
5815,20.14.63.2,"2909 11 00"
5816,20.14.63.2,"2909 19 10"
5817,20.14.63.2,"2909 19 90"
5818,20.14.63.2,"2909 20 00"
5819,20.14.63.2,"2909 30 10"
5820,20.14.63.2,"2909 30 31"
5821,20.14.63.2,"2909 30 35"
5822,20.14.63.2,"2909 30 38"
5823,20.14.63.2,"2909 30 90"
5824,20.14.63.2,"2909 41 00"
5825,20.14.63.2,"2909 43 00"
5826,20.14.63.2,"2909 44 00"
5827,20.14.63.2,"2909 49 11"
5828,20.14.63.2,"2909 49 80"
5829,20.14.63.2,"2909 50 00"
5830,20.14.63.2,"2909 60 10"
5831,20.14.63.2,"2909 60 90"
5832,20.14.63.2,"2910 10 00"
5833,20.14.63.2,"2910 20 00"
5834,20.14.63.2,"2910 30 00"
5835,20.14.63.2,"2910 40 00"
5836,20.14.63.2,"2910 50 00"
5837,20.14.63.2,"2910 90 00"
5838,20.14.63.2,"2911 00 00"
5839,20.14.64.0,"2942 00 00"
5840,20.14.64.0,"3507 10 00"
5841,20.14.64.0,"3507 90 30"
5842,20.14.64.0,"3507 90 90"
5843,20.14.71.0,"3802 90 00"
5844,20.14.71.0,"3803 00 10"
5845,20.14.71.0,"3803 00 90"
5846,20.14.71.0,"3805 10 10"
5847,20.14.71.0,"3805 10 30"
5848,20.14.71.0,"3805 10 90"
5849,20.14.71.0,"3805 90 10"
5850,20.14.71.0,"3805 90 90"
5851,20.14.71.0,"3806 10 00"
5852,20.14.71.0,"3806 20 00"
5853,20.14.71.0,"3806 30 00"
5854,20.14.71.0,"3806 90 00"
5855,20.14.71.0,"3807 00 10"
5856,20.14.71.0,"3807 00 90"
5857,20.14.72.0,"4402 10 00"
5858,20.14.72.0,"4402 20 00"
5859,20.14.72.0,"4402 90 00"
5860,20.14.73.0,"2707 10 00"
5861,20.14.73.0,"2707 20 00"
5862,20.14.73.0,"2707 30 00"
5863,20.14.73.0,"2707 40 00"
5864,20.14.73.0,"2707 50 00"
5865,20.14.73.0,"2707 91 00"
5866,20.14.73.0,"2707 99 11"
5867,20.14.73.0,"2707 99 19"
5868,20.14.73.0,"2707 99 20"
5869,20.14.73.0,"2707 99 50"
5870,20.14.73.0,"2707 99 80"
5871,20.14.73.0,"2707 99 91"
5872,20.14.73.0,"2707 99 99"
5873,20.14.74.0,"2207 10 00"
5874,20.14.75.1,"2207 20 00"
5875,20.14.75.9,"2207 20 00"
5876,20.14.80.0,"3804 00 00"
5877,20.15.10.0,"2808 00 00"
5878,20.15.10.0,"2814 10 00"
5879,20.15.10.0,"2814 20 00"
5880,20.15.10.0,"2836 99 17"
5881,20.15.20.0,"2827 10 00"
5882,20.15.20.0,"2834 10 00"
5883,20.15.31.0,"3102 10 10"
5884,20.15.31.0,"3102 10 90"
5885,20.15.32.0,"3102 21 00"
5886,20.15.33.0,"3102 30 10"
5887,20.15.33.0,"3102 30 90"
5888,20.15.34.0,"3102 60 00"
5889,20.15.35.0,"3102 40 10"
5890,20.15.35.0,"3102 40 90"
5891,20.15.36.0,"3102 80 00"
5892,20.15.39.0,"3102 29 00"
5893,20.15.39.0,"3102 90 00"
5894,20.15.41.0,"3103 11 00"
5895,20.15.41.0,"3103 19 00"
5896,20.15.49.0,"3103 90 00"
5897,20.15.51.0,"3104 20 10"
5898,20.15.51.0,"3104 20 50"
5899,20.15.51.0,"3104 20 90"
5900,20.15.52.0,"3104 30 00"
5901,20.15.59.0,"3104 90 00"
5902,20.15.60.0,"3102 50 00"
5903,20.15.71.0,"3105 20 10"
5904,20.15.71.0,"3105 20 90"
5905,20.15.72.0,"3105 30 00"
5906,20.15.73.0,"3105 40 00"
5907,20.15.74.0,"3105 51 00"
5908,20.15.74.0,"3105 59 00"
5909,20.15.75.0,"3105 60 00"
5910,20.15.76.0,"2834 21 00"
5911,20.15.79.0,"3105 10 00"
5912,20.15.79.0,"3105 90 20"
5913,20.15.79.0,"3105 90 80"
5914,20.15.80.0,"2530 90 30"
5915,20.15.80.0,"2530 90 40"
5916,20.15.80.0,"2530 90 50"
5917,20.15.80.0,"2530 90 70"
5918,20.15.80.0,"2703 00 00"
5919,20.15.80.0,"3101 00 00"
5920,20.16.10.0,"3901 10 10"
5921,20.16.10.0,"3901 10 90"
5922,20.16.10.0,"3901 20 10"
5923,20.16.10.0,"3901 20 90"
5924,20.16.10.0,"3901 30 00"
5925,20.16.10.0,"3901 40 00"
5926,20.16.10.0,"3901 90 30"
5927,20.16.10.0,"3901 90 80"
5928,20.16.20.0,"3903 11 00"
5929,20.16.20.0,"3903 19 00"
5930,20.16.20.0,"3903 20 00"
5931,20.16.20.0,"3903 30 00"
5932,20.16.20.0,"3903 90 10"
5933,20.16.20.0,"3903 90 20"
5934,20.16.20.0,"3903 90 90"
5935,20.16.30.0,"3904 10 00"
5936,20.16.30.0,"3904 21 00"
5937,20.16.30.0,"3904 22 00"
5938,20.16.30.0,"3904 30 00"
5939,20.16.30.0,"3904 40 00"
5940,20.16.30.0,"3904 50 10"
5941,20.16.30.0,"3904 50 90"
5942,20.16.30.0,"3904 61 00"
5943,20.16.30.0,"3904 69 10"
5944,20.16.30.0,"3904 69 20"
5945,20.16.30.0,"3904 69 80"
5946,20.16.30.0,"3904 90 00"
5947,20.16.40.0,"3907 10 00"
5948,20.16.40.0,"3907 21 00"
5949,20.16.40.0,"3907 29 11"
5950,20.16.40.0,"3907 29 20"
5951,20.16.40.0,"3907 29 91"
5952,20.16.40.0,"3907 29 99"
5953,20.16.40.0,"3907 30 00"
5954,20.16.40.0,"3907 40 00"
5955,20.16.40.0,"3907 50 00"
5956,20.16.40.0,"3907 61 00"
5957,20.16.40.0,"3907 69 00"
5958,20.16.40.0,"3907 70 00"
5959,20.16.40.0,"3907 91 10"
5960,20.16.40.0,"3907 91 90"
5961,20.16.40.0,"3907 99 05"
5962,20.16.40.0,"3907 99 10"
5963,20.16.40.0,"3907 99 80"
5964,20.16.51.0,"3902 10 00"
5965,20.16.51.0,"3902 20 00"
5966,20.16.51.0,"3902 30 00"
5967,20.16.51.0,"3902 90 10"
5968,20.16.51.0,"3902 90 20"
5969,20.16.51.0,"3902 90 90"
5970,20.16.52.0,"3905 12 00"
5971,20.16.52.0,"3905 19 00"
5972,20.16.52.0,"3905 21 00"
5973,20.16.52.0,"3905 29 00"
5974,20.16.52.0,"3905 30 00"
5975,20.16.52.0,"3905 91 00"
5976,20.16.52.0,"3905 99 10"
5977,20.16.52.0,"3905 99 90"
5978,20.16.53.0,"3906 10 00"
5979,20.16.53.0,"3906 90 10"
5980,20.16.53.0,"3906 90 20"
5981,20.16.53.0,"3906 90 30"
5982,20.16.53.0,"3906 90 40"
5983,20.16.53.0,"3906 90 50"
5984,20.16.53.0,"3906 90 60"
5985,20.16.53.0,"3906 90 90"
5986,20.16.54.0,"3908 10 00"
5987,20.16.54.0,"3908 90 00"
5988,20.16.55.0,"3909 10 00"
5989,20.16.55.0,"3909 20 00"
5990,20.16.56.0,"3909 31 00"
5991,20.16.56.0,"3909 39 00"
5992,20.16.56.0,"3909 40 00"
5993,20.16.56.0,"3909 50 10"
5994,20.16.56.0,"3909 50 90"
5995,20.16.57.0,"3910 00 00"
5996,20.16.59.0,"3911 10 00"
5997,20.16.59.0,"3911 20 00"
5998,20.16.59.0,"3911 90 11"
5999,20.16.59.0,"3911 90 13"
6000,20.16.59.0,"3911 90 19"
6001,20.16.59.0,"3911 90 92"
6002,20.16.59.0,"3911 90 99"
6003,20.16.59.0,"3912 11 00"
6004,20.16.59.0,"3912 12 00"
6005,20.16.59.0,"3912 20 11"
6006,20.16.59.0,"3912 20 19"
6007,20.16.59.0,"3912 20 90"
6008,20.16.59.0,"3912 31 00"
6009,20.16.59.0,"3912 39 20"
6010,20.16.59.0,"3912 39 85"
6011,20.16.59.0,"3912 90 10"
6012,20.16.59.0,"3912 90 90"
6013,20.16.59.0,"3913 10 00"
6014,20.16.59.0,"3913 90 00"
6015,20.16.59.0,"3914 00 00"
6016,20.17.10.0,"4002 11 00"
6017,20.17.10.0,"4002 19 10"
6018,20.17.10.0,"4002 19 20"
6019,20.17.10.0,"4002 19 30"
6020,20.17.10.0,"4002 19 90"
6021,20.17.10.0,"4002 20 00"
6022,20.17.10.0,"4002 31 00"
6023,20.17.10.0,"4002 39 00"
6024,20.17.10.0,"4002 41 00"
6025,20.17.10.0,"4002 49 00"
6026,20.17.10.0,"4002 51 00"
6027,20.17.10.0,"4002 59 00"
6028,20.17.10.0,"4002 60 00"
6029,20.17.10.0,"4002 70 00"
6030,20.17.10.0,"4002 80 00"
6031,20.17.10.0,"4002 91 00"
6032,20.17.10.0,"4002 99 10"
6033,20.17.10.0,"4002 99 90"
6034,20.20.11.0,"3808 61 00"
6035,20.20.11.0,"3808 62 00"
6036,20.20.11.0,"3808 69 00"
6037,20.20.11.0,"3808 91 10"
6038,20.20.11.0,"3808 91 20"
6039,20.20.11.0,"3808 91 30"
6040,20.20.11.0,"3808 91 40"
6041,20.20.11.0,"3808 91 90"
6042,20.20.12.0,"3808 93 11"
6043,20.20.12.0,"3808 93 13"
6044,20.20.12.0,"3808 93 15"
6045,20.20.12.0,"3808 93 17"
6046,20.20.12.0,"3808 93 21"
6047,20.20.12.0,"3808 93 23"
6048,20.20.12.0,"3808 93 27"
6049,20.20.13.0,"3808 93 30"
6050,20.20.13.0,"3808 93 90"
6051,20.20.14.0,"3808 94 10"
6052,20.20.14.0,"3808 94 20"
6053,20.20.14.0,"3808 94 90"
6054,20.20.15.0,"3808 92 10"
6055,20.20.15.0,"3808 92 20"
6056,20.20.15.0,"3808 92 30"
6057,20.20.15.0,"3808 92 40"
6058,20.20.15.0,"3808 92 50"
6059,20.20.15.0,"3808 92 60"
6060,20.20.15.0,"3808 92 90"
6061,20.20.16.0,"3808 52 00"
6062,20.20.16.0,"3808 59 00"
6063,20.20.19.0,"3808 99 10"
6064,20.20.19.0,"3808 99 90"
6065,20.30.11.0,"3209 10 00"
6066,20.30.11.0,"3209 90 00"
6067,20.30.12.0,"3208 10 10"
6068,20.30.12.0,"3208 10 90"
6069,20.30.12.0,"3208 20 10"
6070,20.30.12.0,"3208 20 90"
6071,20.30.12.0,"3208 90 11"
6072,20.30.12.0,"3208 90 13"
6073,20.30.12.0,"3208 90 19"
6074,20.30.12.0,"3208 90 91"
6075,20.30.12.0,"3208 90 99"
6076,20.30.21.0,"3207 10 00"
6077,20.30.21.0,"3207 20 10"
6078,20.30.21.0,"3207 20 90"
6079,20.30.21.0,"3207 30 00"
6080,20.30.21.0,"3207 40 40"
6081,20.30.21.0,"3207 40 85"
6082,20.30.22.0,"3210 00 10"
6083,20.30.22.0,"3210 00 90"
6084,20.30.22.0,"3211 00 00"
6085,20.30.22.0,"3212 10 00"
6086,20.30.22.0,"3212 90 00"
6087,20.30.22.0,"3214 10 10"
6088,20.30.22.0,"3214 10 90"
6089,20.30.22.0,"3214 90 00"
6090,20.30.22.0,"3814 00 10"
6091,20.30.22.0,"3814 00 90"
6092,20.30.23.0,"3213 10 00"
6093,20.30.23.0,"3213 90 00"
6094,20.30.24.0,"3215 11 00"
6095,20.30.24.0,"3215 19 00"
6096,20.41.10.0,"1520 00 00"
6097,20.41.20.0,"3402 31 00"
6098,20.41.20.0,"3402 39 10"
6099,20.41.20.0,"3402 39 90"
6100,20.41.20.0,"3402 41 00"
6101,20.41.20.0,"3402 42 00"
6102,20.41.20.0,"3402 49 00"
6103,20.41.31.0,"3401 19 00"
6104,20.41.31.0,"3401 20 10"
6105,20.41.31.0,"3401 20 90"
6106,20.41.32.0,"2501 00 99"
6107,20.41.32.0,"3402 50 10"
6108,20.41.32.0,"3402 50 90"
6109,20.41.32.0,"3402 90 10"
6110,20.41.32.0,"3402 90 90"
6111,20.41.41.0,"3307 41 00"
6112,20.41.41.0,"3307 49 00"
6113,20.41.42.0,"3404 20 00"
6114,20.41.42.0,"3404 90 00"
6115,20.41.43.0,"3405 10 00"
6116,20.41.43.0,"3405 20 00"
6117,20.41.43.0,"3405 30 00"
6118,20.41.43.0,"3405 90 10"
