ID_kod,kod_CN,Nazwa,Sekcja,Dzial
15979,"6102 20","Palta, kurtki 3/4, pelerynki, peleryny, anoraki, włącznie z kurtkami narciarskimi, wiatrówki, kurtki od wiatru i podobne artykuły, z bawełny, damskie lub dziewczęce, dziane (z wył. kostiumów, kompletów, żakietów, sukni, spódnic, spódnico-spodni, spodni, spodni na szelkach i z karczkiem typu ogrodniczki)",XI,61
15980,"6102 20 10","Palta, kurtki 3/4, pelerynki, peleryny i podobne artykuły, z bawełny, damskie lub dziewczęce, dziane",XI,61
15981,"6102 20 90","Anoraki, włącznie z kurtkami narciarskimi, wiatrówki, kurtki od wiatru i podobne artykuły, z bawełny, damskie lub dziewczęce, dziane (z wył. kostiumów, kompletów, żakietów, sukni, spódnic, spódnico-spodni, spodni, spodni na szelkach i z karczkiem typu ogrodniczki)",XI,61
15982,"6102 30","Palta, kurtki 3/4, pelerynki, peleryny, anoraki, włącznie z kurtkami narciarskimi, wiatrówki, kurtki od wiatru i podobne artykuły, z włókien chemicznych, damskie lub dziewczęce, dziane (z wył. kostiumów, kompletów, żakietów, sukni, spódnic, spódnico-spodni, spodni, spodni na szelkach i z karczkiem typu ogrodniczki)",XI,61
15983,"6102 30 10","Palta, kurtki 3/4, pelerynki, peleryny i podobne artykuły, z włókien chemicznych, damskie lub dziewczęce, dziane",XI,61
15984,"6102 30 90","Anoraki, włącznie z kurtkami narciarskimi, wiatrówki, kurtki od wiatru i podobne artykuły, z włókien chemicznych, damskie lub dziewczęce, dziane (z wył. kostiumów, kompletów, żakietów, sukni, spódnic, spódnico-spodni, spodni, spodni na szelkach i z karczkiem typu ogrodniczki)",XI,61
15985,"6102 90","Palta, kurtki 3/4, pelerynki, peleryny, anoraki, włącznie z kurtkami narciarskimi, wiatrówki, kurtki od wiatru i podobne artykuły, z materiałów włókienniczych, damskie lub dziewczęce, dziane (z wył. z wełny lub cienkiej sierści zwierzęcej, z bawełny lub włókien chemicznych, kostiumów, kompletów, żakietów, sukni, spódnic, spódnico-spodni, spodni, spodni na szelkach i z karczkiem typu ogrodniczki)",XI,61
15986,"6102 90 10","Palta, kurtki 3/4, pelerynki, peleryny i podobne artykuły, z materiałów włókienniczych, damskie lub dziewczęce, dziane (z wył. z wełny lub cienkiej sierści zwierzęcej, z bawełny lub włókien chemicznych)",XI,61
15987,"6102 90 90","Anoraki, włącznie z kurtkami narciarskimi, wiatrówki, kurtki od wiatru i podobne artykuły, z materiałów włókienniczych, damskie lub dziewczęce, dziane (z wył. z wełny lub cienkiej sierści zwierzęcej, z bawełny lub włókien chemicznych, kostiumów, kompletów, żakietów, sukni, spódnic, spódnico-spodni, spodni, spodni na szelkach i z karczkiem typu ogrodniczki)",XI,61
15988,6103,"Garnitury, komplety, marynarki, spodnie, spodnie na szelkach i z karczkiem typu ogrodniczki, bryczesy i szorty, męskie lub chłopięce, dziane (z wył. kurtek od wiatru i podobnych artykułów, występujących oddzielnie kamizelek, dresów, ubiorów narciarskich i strojów kąpielowych)",XI,61
15989,"6103 10","Garnitury męskie lub chłopięce z materiałów włókienniczych, dziane (z wył. dresów, ubiorów narciarskich i strojów kąpielowych)",XI,61
15990,"6103 10 10","Garnitury męskie lub chłopięce, z wełny lub cienkiej sierści zwierzęcej, dziane (z wył. dresów, ubiorów narciarskich i strojów kąpielowych)",XI,61
15991,"6103 10 90","Garnitury z materiałów włókienniczych, dziane (z wył. z wełny lub cienkiej sierści zwierzęcej, dresów, ubiorów narciarskich i strojów kąpielowych)",XI,61
15992,"6103 22 00","Komplety z bawełny, męskie lub chłopięce, dziane (z wył. ubiorów narciarskich i strojów kąpielowych)",XI,61
15993,"6103 23 00","Komplety z włókien syntetycznych, męskie lub chłopięce, dziane (z wył. ubiorów narciarskich i strojów kąpielowych)",XI,61
15994,"6103 29 00","Komplety z materiałów włókienniczych, męskie lub chłopięce, dziane (z wył. z wełny lub cienkiej sierści zwierzęcej, z bawełny lub włókien syntetycznych, ubiorów narciarskich i strojów kąpielowych)",XI,61
15995,"6103 31 00","Marynarki z wełny lub cienkiej sierści zwierzęcej, męskie lub chłopięce, dziane (z wył. kurtek od wiatru i podobnych artykułów)",XI,61
15996,"6103 32 00","Marynarki z bawełny, męskie lub chłopięce, dziane (z wył. kurtek od wiatru i podobnych artykułów)",XI,61
15997,"6103 33 00","Marynarki z włókien syntetycznych, męskie lub chłopięce, dziane (z wył. kurtek od wiatru i podobnych artykułów)",XI,61
15998,"6103 39 00","Marynarki z materiałów włókienniczych, męskie lub chłopięce, dziane (z wył. z wełny lub cienkiej sierści zwierzęcej, z bawełny lub z włókien syntetycznych, kurtek od wiatru i podobnych artykułów)",XI,61
15999,"6103 41 00","Spodnie, spodnie na szelkach i z karczkiem typu ogrodniczki, bryczesy i szorty, z wełny lub cienkiej sierści zwierzęcej, męskie lub chłopięce, dziane (z wył. strojów kąpielowych i slipów)",XI,61
16000,"6103 42 00","Spodnie, spodnie na szelkach i z karczkiem typu ogrodniczki, bryczesy i szorty, z bawełny, męskie lub chłopięce, dziane (z wył. strojów kąpielowych i slipów)",XI,61
16001,"6103 43 00","Spodnie, spodnie na szelkach i z karczkiem typu ogrodniczki, bryczesy i szorty, z włókien syntetycznych, męskie lub chłopięce, dziane (z wył. strojów kąpielowych i slipów)",XI,61
16002,"6103 49 00","Spodnie, spodnie na szelkach i z karczkiem typu ogrodniczki, bryczesy i szorty, z materiałów włókienniczych, męskie lub chłopięce, dziane (z wył. z wełny lub cienkiej sierści zwierzęcej, z bawełny lub włókien syntetycznych, strojów kąpielowych i slipów)",XI,61
16003,6104,"Kostiumy, komplety, żakiety, suknie, spódnice, spódnico-spodnie, spodnie, spodnie na szelkach i z karczkiem typu ogrodniczki, bryczesy i szorty, damskie lub dziewczęce, dziane (z wył. kurtek od wiatru i podobnych artykułów, półhalek, halek, fig, dresów, ubiorów narciarskich i strojów kąpielowych)",XI,61
16004,"6104 13 00","Kostiumy z włókien syntetycznych, damskie lub dziewczęce, dziane (z wył. ubiorów narciarskich i strojów kąpielowych)",XI,61
16005,"6104 19","Kostiumy z materiałów włókienniczych, damskie lub dziewczęce, dziane (z wył. z włókien syntetycznych, ubiorów narciarskich i strojów kąpielowych)",XI,61
16006,"6104 19 20","Kostiumy z bawełny, damskie lub dziewczęce, dziane (z wył. ubiorów narciarskich i strojów kąpielowych)",XI,61
16007,"6104 19 90","Kostiumy z materiałów włókienniczych, damskie lub dziewczęce, dziane (z wył. z bawełny, z włókien syntetycznych, ubiorów narciarskich i strojów kąpielowych)",XI,61
16008,"6104 22 00","Komplety z bawełny, damskie lub dziewczęce, dziane (z wył. ubiorów narciarskich i strojów kąpielowych)",XI,61
16009,"6104 23 00","Komplety z włókien syntetycznych, damskie lub dziewczęce, dziane (z wył. ubiorów narciarskich i strojów kąpielowych)",XI,61
16010,"6104 29","Komplety z materiałów włókienniczych, damskie lub dziewczęce, dziane (z wył. z bawełny lub włókien syntetycznych, ubiorów narciarskich i strojów kąpielowych)",XI,61
16011,"6104 29 10","Komplety z wełny lub cienkiej sierści zwierzęcej, damskie lub dziewczęce, dziane (z wył. ubiorów narciarskich i strojów kąpielowych)",XI,61
16012,"6104 29 90","Komplety z materiałów włókienniczych, damskie lub dziewczęce, dziane (z wył. z bawełny lub włókien syntetycznych, z wełny lub cienkiej sierści zwierzęcej, ubiorów narciarskich i strojów kąpielowych)",XI,61
16013,"6104 31 00","Żakiety z wełny lub cienkiej sierści zwierzęcej, damskie lub dziewczęce, dziane (z wył. kurtek od wiatru i podobnych artykułów)",XI,61
16014,"6104 32 00","Żakiety z bawełny, damskie lub dziewczęce, dziane (z wył. kurtek od wiatru i podobnych artykułów)",XI,61
16015,"6104 33 00","Żakiety z włókien syntetycznych, damskie lub dziewczęce, dziane (z wył. kurtek od wiatru i podobnych artykułów)",XI,61
16016,"6104 39 00","Żakiety z materiałów włókienniczych, damskie lub dziewczęce, dziane (z wył. z bawełny lub włókien syntetycznych, z wełny lub cienkiej sierści zwierzęcej, kurtek od wiatru i podobnych artykułów)",XI,61
16017,"6104 41 00","Suknie z wełny lub cienkiej sierści zwierzęcej, damskie lub dziewczęce, dziane (z wył. halek)",XI,61
16018,"6104 42 00","Suknie z bawełny, damskie lub dziewczęce, dziane (z wył. halek)",XI,61
16019,"6104 43 00","Suknie z włókien syntetycznych, damskie lub dziewczęce, dziane (z wył. halek)",XI,61
16020,"6104 44 00","Suknie z włókien sztucznych, damskie lub dziewczęce, dziane (z wył. halek)",XI,61
16021,"6104 49 00","Suknie z materiałów włókienniczych, damskie lub dziewczęce, dziane (z wył. z wełny lub cienkiej sierści zwierzęcej, z bawełny, z włókien chemicznych i halek)",XI,61
16022,"6104 51 00","Spódnice i spódnico-spodnie, z wełny lub cienkiej sierści zwierzęcej, damskie lub dziewczęce, dziane (z wył. halek)",XI,61
16023,"6104 52 00","Spódnice i spódnico-spodnie, z bawełny, damskie lub dziewczęce, dziane (z wył. halek)",XI,61
16024,"6104 53 00","Spódnice i spódnico-spodnie, z włókien syntetycznych, damskie lub dziewczęce, dziane (z wył. halek)",XI,61
16025,"6104 59 00","Spódnice i spódnico-spodnie, z materiałów włókienniczych, damskie lub dziewczęce, dziane (z wył. z wełny lub cienkiej sierści zwierzęcej, z bawełny lub z włókien syntetycznych i halek)",XI,61
16026,"6104 61 00","Spodnie, spodnie na szelkach i z karczkiem typu ogrodniczki, bryczesy i szorty, z wełny lub cienkiej sierści zwierzęcej, damskie lub dziewczęce, dziane (z wył. fig i strojów kąpielowych)",XI,61
16027,"6104 62 00","Spodnie, spodnie na szelkach i z karczkiem typu ogrodniczki, bryczesy i szorty, z bawełny, damskie lub dziewczęce, dziane (z wył. fig i strojów kąpielowych)",XI,61
16028,"6104 63 00","Spodnie, spodnie na szelkach i z karczkiem typu ogrodniczki, bryczesy i szorty, z włókien syntetycznych, damskie lub dziewczęce, dziane (z wył. fig i strojów kąpielowych)",XI,61
16029,"6104 69 00","Spodnie, spodnie na szelkach i z karczkiem typu ogrodniczki, bryczesy i szorty, z materiałów włókienniczych, damskie lub dziewczęce, dziane (z wył. z wełny lub cienkiej sierści zwierzęcej, z bawełny lub z włókien syntetycznych, fig i strojów kąpielowych)",XI,61
16030,6105,"Koszule męskie lub chłopięce, dziane (z wył. koszul nocnych, T-shirtów, koszulek trykotowych i pozostałych trykotów)",XI,61
16031,"6105 10 00","Koszule męskie lub chłopięce, z bawełny, dziane (z wył. koszul nocnych, T-shirtów, koszulek trykotowych i pozostałych trykotów)",XI,61
16032,"6105 20","Koszule męskie lub chłopięce, z włókien chemicznych, dziane (z wył. koszul nocnych, T-shirtów, koszulek trykotowych i pozostałych trykotów)",XI,61
16033,"6105 20 10","Koszule męskie lub chłopięce, z włókien syntetycznych, dziane (z wył. koszul nocnych, T-shirtów, koszulek trykotowych i pozostałych trykotów)",XI,61
16034,"6105 20 90","Koszule męskie lub chłopięce, z włókien sztucznych, dziane (z wył. koszul nocnych, T-shirtów, koszulek trykotowych i pozostałych trykotów)",XI,61
16035,"6105 90","Koszule męskie lub chłopięce, z materiałów włókienniczych, dziane (z wył. z bawełny, z włókien chemicznych, koszul nocnych, T-shirtów, koszulek trykotowych i pozostałych trykotów)",XI,61
16036,"6105 90 10","Koszule męskie lub chłopięce, z wełny lub cienkiej sierści zwierzęcej, dziane (z wył. koszul nocnych, T-shirtów, koszulek trykotowych i pozostałych trykotów)",XI,61
16037,"6105 90 90","Koszule męskie lub chłopięce, z materiałów włókienniczych, dziane (z wył. z bawełny, z włókien chemicznych, z wełny lub cienkiej sierści zwierzęcej, koszul nocnych, T-shirtów, koszulek trykotowych i pozostałych trykotów)",XI,61
16038,6106,"Bluzki, koszule i bluzki koszulowe, damskie lub dziewczęce, dziane (z wył. T-shirtów i trykotów)",XI,61
16039,"6106 10 00","Bluzki, koszule i bluzki koszulowe, damskie lub dziewczęce, z bawełny, dziane (z wył. T-shirtów i trykotów)",XI,61
16040,"6106 20 00","Bluzki, koszule i bluzki koszulowe, damskie lub dziewczęce, z włókien chemicznych, dziane (z wył. T-shirtów i trykotów)",XI,61
16041,"6106 90","Bluzki, koszule i bluzki koszulowe, damskie lub dziewczęce, z materiałów włókienniczych, dziane (z wył. z bawełny lub z włókien chemicznych, T-shirtów i trykotów)",XI,61
16042,"6106 90 10","Bluzki, koszule i bluzki koszulowe, damskie lub dziewczęce, z wełny lub cienkiej sierści zwierzęcej, dziane (z wył. T-shirtów i trykotów)",XI,61
16043,"6106 90 30","Bluzki, koszule i bluzki koszulowe, damskie lub dziewczęce, z jedwabiu lub odpadów jedwabiu, dziane (z wył. T-shirtów i trykotów)",XI,61
16044,"6106 90 50","Bluzki, koszule i bluzki koszulowe, damskie lub dziewczęce, z lnu lub ramii, dziane (z wył. T-shirtów i trykotów)",XI,61
16045,"6106 90 90","Bluzki, koszule i bluzki koszulowe, damskie lub dziewczęce, z materiałów włókienniczych, dziane (z wył. z wełny lub cienkiej sierści zwierzęcej, z bawełny lub z włókien chemicznych, z jedwabiu lub odpadów jedwabiu, z lnu lub ramii, T-shirtów i trykotów)",XI,61
16046,6107,"Kalesony, majtki, koszule nocne, piżamy, płaszcze kąpielowe, szlafroki i podobne artykuły, męskie lub chłopięce, dziane (z wył. koszulek trykotowych i pozostałych trykotów)",XI,61
16047,"6107 11 00","Kalesony lub majtki, męskie lub chłopięce, z bawełny, dziane",XI,61
16048,"6107 12 00","Kalesony lub majtki, męskie lub chłopięce, z włókien chemicznych, dziane",XI,61
16049,"6107 19 00","Kalesony lub majtki, męskie lub chłopięce, z materiałów włókienniczych, dziane (z wył. z bawełny lub z włókien chemicznych)",XI,61
16050,"6107 21 00","Koszule nocne i piżamy, męskie lub chłopięce, z bawełny, dziane (z wył. koszulek trykotowych i pozostałych trykotów)",XI,61
16051,"6107 22 00","Koszule nocne i piżamy, męskie lub chłopięce, z włókien chemicznych, dziane (z wył. koszulek trykotowych i pozostałych trykotów)",XI,61
16052,"6107 29 00","Koszule nocne i piżamy, męskie lub chłopięce, z materiałów włókienniczych, dziane (z wył. z bawełny lub z włókien chemicznych i koszulek trykotowych i pozostałych trykotów)",XI,61
16053,"6107 91 00","Płaszcze kąpielowe, szlafroki i podobne artykuły, męskie lub chłopięce, z bawełny, dziane",XI,61
16054,"6107 99 00","Płaszcze kąpielowe, szlafroki i podobne artykuły, męskie lub chłopięce, z materiałów włókienniczych, dziane (z wył. z bawełny)",XI,61
16055,6108,"Półhalki, halki, majtki, figi, koszule nocne, piżamy, peniuary, płaszcze kąpielowe, szlafroki i podobne artykuły, damskie lub dziewczęce, dziane (z wył. T-shirtów, trykotów, biustonoszy, pasów wyszczuplających, gorsetów i podobnych artykułów)",XI,61
16056,"6108 11 00","Półhalki i halki, damskie lub dziewczęce, z włókien chemicznych, dziane (z wył. T-shirtów i trykotów)",XI,61
16057,"6108 19 00","Półhalki i halki, damskie lub dziewczęce, z materiałów włókienniczych, dziane (z wył. z włókien chemicznych, T-shirtów i trykotów)",XI,61
16058,"6108 21 00","Majtki i figi, damskie lub dziewczęce, z bawełny, dziane",XI,61
16059,"6108 22 00","Majtki i figi, damskie lub dziewczęce, z włókien chemicznych, dziane",XI,61
16060,"6108 29 00","Majtki i figi, damskie lub dziewczęce, z materiałów włókienniczych, dziane (z wył. z bawełny lub z włókien chemicznych)",XI,61
16061,"6108 31 00","Koszule nocne i piżamy, damskie lub dziewczęce, z bawełny, dziane (z wył. T-shirtów, trykotów i peniuarów)",XI,61
16062,"6108 32 00","Koszule nocne i piżamy, damskie lub dziewczęce, z włókien chemicznych, dziane (z wył. T-shirtów, trykotów i peniuarów)",XI,61
16063,"6108 39 00","Koszule nocne i piżamy, damskie lub dziewczęce, z materiałów włókienniczych, dziane (z wył. z bawełny lub z włókien chemicznych, T-shirtów, trykotów i peniuarów)",XI,61
16064,"6108 91 00","Peniuary, płaszcze kąpielowe, szlafroki i podobne artykuły, damskie lub dziewczęce, z bawełny, dziane (z wył. trykotów, półhalek, halek, majtek, fig, koszul nocnych, piżam, biustonoszy, pasów wyszczuplających, gorsetów i podobnych artykułów)",XI,61
16065,"6108 92 00","Peniuary, płaszcze kąpielowe, szlafroki i podobne artykuły, damskie lub dziewczęce, z włókien chemicznych, dziane (z wył. trykotów, półhalek, halek, majtek, fig, koszul nocnych, piżam, biustonoszy, pasów wyszczuplających, gorsetów i podobnych artykułów)",XI,61
16066,"6108 99 00","Peniuary, płaszcze kąpielowe, szlafroki i podobne artykuły, damskie lub dziewczęce, z materiałów włókienniczych, dziane (z wył. z bawełny lub z włókien chemicznych, trykotów, półhalek, halek, majtek, fig, koszul nocnych, piżam, biustonoszy, pasów wyszczuplających, gorsetów i podobnych artykułów)",XI,61
16067,6109,"T-shirts, koszulki trykotowe i pozostałe trykoty, dziane",XI,61
16068,"6109 10 00","T-shirts, koszulki trykotowe i pozostałe trykoty, z bawełny, dziane",XI,61
16069,"6109 90","T-shirts, koszulki trykotowe i pozostałe trykoty, z materiałów włókienniczych, dziane (z wył. z bawełny)",XI,61
16070,"6109 90 20","T-shirts, koszulki trykotowe i pozostałe trykoty, z wełny lub cienkiej sierści zwierzęcej lub z włókien chemicznych, dziane",XI,61
16071,"6109 90 90","T-shirts, koszulki trykotowe i pozostałe trykoty, z materiałów włókienniczych, dziane (z wył. z wełny lub cienkiej sierści zwierzęcej, z bawełny lub z włókien chemicznych)",XI,61
16072,6110,"Bluzy, pulowery, swetry rozpinane, kamizelki i podobne artykuły, dziane (z wył. kamizelek z podbiciem)",XI,61
16073,"6110 11","Bluzy, pulowery, swetry rozpinane, kamizelki i podobne artykuły, z wełny, dziane (z wył. kamizelek z podbiciem)",XI,61
16074,"6110 11 10","Bluzy i pulowery, zawierające >= 50% masy wełny i o masie >= 600 g/na sztukę, dziane",XI,61
16075,"6110 11 30","Bluzy, pulowery, swetry rozpinane, kamizelki i podobne artykuły, męskie lub chłopięce, z wełny, dziane (z wył. bluz i pulowerów, zawierających >= 50% masy wełny i o masie >= 600 g/na sztukę, i kamizelek z podbiciem)",XI,61
16076,"6110 11 90","Bluzy, pulowery, swetry rozpinane, kamizelki i podobne artykuły, damskie lub dziewczęce, z wełny, dziane (z wył. bluz i pulowerów, zawierających >= 50% masy wełny i o masie >= 600 g/na sztukę, i kamizelek z podbiciem)",XI,61
16077,"6110 12","Bluzy, pulowery, swetry rozpinane, kamizelki i podobne artykuły, z wełny z kóz kaszmirskich, dziane (z wył. wyrobów pikowanych)",XI,61
16078,"6110 12 10","Bluzy, pulowery, swetry rozpinane, kamizelki i podobne artykuły, męskie lub chłopięce, z wełny z kóz kaszmirskich, dziane (z wył. wyrobów pikowanych)",XI,61
16079,"6110 12 90","Bluzy, pulowery, swetry rozpinane, kamizelki i podobne artykuły, damskie lub dziewczęce, z wełny z kóz kaszmirskich, dziane (z wył. wyrobów pikowanych)",XI,61
16080,"6110 19","Bluzy, pulowery, swetry rozpinane, kamizelki i podobne artykuły, z cienkiej sierści zwierzęcej, dziane (z wył. z wełny z kóz kaszmirskich i wyrobów pikowanych)",XI,61
16081,"6110 19 10","Bluzy, pulowery, swetry rozpinane, kamizelki i podobne artykuły, męskie lub chłopięce, z cienkiej sierści zwierzęcej, dziane (z wył. z wełny z kóz kaszmirskich i wyrobów pikowanych)",XI,61
16082,"6110 19 90","Bluzy, pulowery, swetry rozpinane, kamizelki i podobne artykuły, damskie lub dziewczęce, z cienkiej sierści zwierzęcej, dziane (z wył. z wełny z kóz kaszmirskich i wyrobów pikowanych)",XI,61
16083,"6110 20","Bluzy, pulowery, swetry rozpinane, kamizelki i podobne artykuły, z bawełny, dziane (z wył. kamizelek z podbiciem)",XI,61
16084,"6110 20 10","Bluzki i pulowery z kołnierzem polo lub golfem, z lekkiej i cienkiej dzianiny, z bawełny",XI,61
16085,"6110 20 91","Bluzy, pulowery, swetry rozpinane, kamizelki i podobne artykuły, męskie lub chłopięce, z bawełny, dziane (z wył. bluzek i pulowerów z kołnierzem polo lub golfem, z lekkiej i cienkiej dzianiny i kamizelek z podbiciem)",XI,61
16086,"6110 20 99","Bluzy, pulowery, swetry rozpinane, kamizelki i podobne artykuły, damskie lub dziewczęce, z bawełny, dziane (z wył. bluzek i pulowerów z kołnierzem polo lub golfem, z lekkiej i cienkiej dzianiny i kamizelek z podbiciem)",XI,61
16087,"6110 30","Bluzy, pulowery, swetry rozpinane, kamizelki i podobne artykuły, z włókien chemicznych, dziane (z wył. kamizelek z podbiciem)",XI,61
16088,"6110 30 10","Bluzki i pulowery z kołnierzem polo lub golfem, z lekkiej i cienkiej dzianiny, z włókien chemicznych",XI,61
16089,"6110 30 91","Bluzy, pulowery, swetry rozpinane, kamizelki i podobne artykuły, męskie lub chłopięce, z włókien chemicznych, dziane (z wył. bluzek i pulowerów z kołnierzem polo lub golfem, z lekkiej i cienkiej dzianiny i kamizelek z podbiciem)",XI,61
16090,"6110 30 99","Bluzy, pulowery, swetry rozpinane, kamizelki i podobne artykuły, damskie lub dziewczęce, z włókien chemicznych, dziane (z wył. bluzek i pulowerów z kołnierzem polo lub golfem, z lekkiej i cienkiej dzianiny i kamizelek z podbiciem)",XI,61
16091,"6110 90","Bluzy, pulowery, swetry rozpinane, kamizelki i podobne artykuły, z materiałów włókienniczych, dziane (z wył. z wełny lub cienkiej sierści zwierzęcej, z bawełny lub z włókien chemicznych, i kamizelek z podbiciem)",XI,61
16092,"6110 90 10","Bluzy, pulowery, swetry rozpinane, kamizelki i podobne artykuły, z lnu lub ramii, dziane (z wył. kamizelek z podbiciem)",XI,61
16093,"6110 90 90","Bluzy, pulowery, swetry rozpinane, kamizelki i podobne artykuły, z materiałów włókienniczych, dziane (z wył. z wełny lub cienkiej sierści zwierzęcej, z bawełny, z włókien chemicznych, z lnu lub ramii, i kamizelek z podbiciem)",XI,61
16094,6111,"Odzież i dodatki odzieżowe dla niemowląt, dziane (z wył. czapeczek)",XI,61
16095,"6111 20","Odzież i dodatki odzieżowe dla niemowląt, z bawełny, dziane (z wył. czapeczek)",XI,61
16096,"6111 20 10","Rękawiczki, mitenki i rękawice z jednym palcem dla niemowląt, z bawełny, dziane",XI,61
16097,"6111 20 90","Odzież i dodatki odzieżowe dla niemowląt, z bawełny, dziane (z wył. rękawiczek, mitenek, rękawic z jednym palcem i czapeczek)",XI,61
16098,"6111 30","Odzież i dodatki odzieżowe dla niemowląt, z włókien syntetycznych, dziane (z wył. czapeczek)",XI,61
16099,"6111 30 10","Rękawiczki, mitenki i rękawice z jednym palcem dla niemowląt, z włókien syntetycznych, dziane",XI,61
16100,"6111 30 90","Odzież i dodatki odzieżowe dla niemowląt, z włókien syntetycznych, dziane (z wył. rękawiczek, mitenek, rękawic z jednym palcem i czapeczek)",XI,61
16101,"6111 90","Odzież i dodatki odzieżowe dla niemowląt, z materiałów włókienniczych, dziane (z wył. z bawełny lub włókien syntetycznych i czapeczek)",XI,61
16102,"6111 90 11","Rękawiczki, mitenki i rękawice z jednym palcem dla niemowląt, z wełny lub cienkiej sierści zwierzęcej, dziane",XI,61
16103,"6111 90 19","Odzież i dodatki odzieżowe dla niemowląt, z wełny lub cienkiej sierści zwierzęcej, dziane (z wył. rękawiczek, mitenek, rękawic z jednym palcem i czapeczek)",XI,61
16104,"6111 90 90","Odzież i dodatki odzieżowe dla niemowląt, z materiałów włókienniczych, dziane (z wył. z wełny, cienkiej sierści zwierzęcej, z bawełny lub z włókien syntetycznych, i czapeczek)",XI,61
16105,6112,"Dresy, ubiory narciarskie i stroje kąpielowe, dziane",XI,61
16106,"6112 11 00","Dresy z bawełny, dziane",XI,61
16107,"6112 12 00","Dresy z włókien syntetycznych, dziane",XI,61
16108,"6112 19 00","Dresy z materiałów włókienniczych, dziane (z wył. z bawełny lub z włókien syntetycznych)",XI,61
16109,"6112 20 00","Ubiory narciarskie, dziane",XI,61
16110,"6112 31","Stroje kąpielowe z włókien syntetycznych, męskie lub chłopięce, dziane",XI,61
16111,"6112 31 10","Stroje kąpielowe z włókien syntetycznych, męskie lub chłopięce, dziane, zawierające >= 5% masy nitki gumowej",XI,61
16112,"6112 31 90","Stroje kąpielowe z włókien syntetycznych, męskie lub chłopięce, dziane (z wył. zawierających >= 5% masy nitki gumowej)",XI,61
16113,"6112 39","Stroje kąpielowe z materiałów włókienniczych, męskie lub chłopięce, dziane (z wył. z włókien syntetycznych)",XI,61
16114,"6112 39 10","Stroje kąpielowe z materiałów włókienniczych, męskie lub chłopięce, dziane, zawierające >= 5% masy nitki gumowej (z wył. z włókien syntetycznych)",XI,61
16115,"6112 39 90","Stroje kąpielowe z materiałów włókienniczych, męskie lub chłopięce, dziane (z wył. z włókien syntetycznych i zawierających >= 5% masy nitki gumowej)",XI,61
16116,"6112 41","Stroje kąpielowe z włókien syntetycznych, damskie lub dziewczęce, dziane",XI,61
16117,"6112 41 10","Stroje kąpielowe z włókien syntetycznych, damskie lub dziewczęce, dziane, zawierające >= 5% masy nitki gumowej",XI,61
16118,"6112 41 90","Stroje kąpielowe z włókien syntetycznych, damskie lub dziewczęce, dziane (z wył. zawierających >= 5% masy nitki gumowej)",XI,61
16119,"6112 49","Stroje kąpielowe z materiałów włókienniczych, damskie lub dziewczęce, dziane (z wył. z włókien syntetycznych)",XI,61
16120,"6112 49 10","Stroje kąpielowe z materiałów włókienniczych, damskie lub dziewczęce, dziane, zawierające >= 5% masy nitki gumowej (z wył. z włókien syntetycznych)",XI,61
16121,"6112 49 90","Stroje kąpielowe z materiałów włókienniczych, damskie lub dziewczęce, dziane (z wył. z włókien syntetycznych i zawierających >= 5% masy nitki gumowej)",XI,61
16122,"6113 00","Odzież z dzianin, gumowana lub impregnowana, powleczona, pokryta tworzywem sztucznym lub innymi materiałami (z wył. odzieży i dodatków odzieżowych dla niemowląt)",XI,61
16123,"6113 00 10","Odzież z dzianin, gumowana (z wył. odzieży i dodatków odzieżowych dla niemowląt)",XI,61
16124,"6113 00 90","Odzież z dzianin, impregnowana, powleczona, pokryta tworzywem sztucznym lub innymi materiałami (z wył. gumowanej i odzieży i dodatków odzieżowych dla niemowląt)",XI,61
16125,6114,"Odzież specjalna dla grup zawodowych, sportowców i do innych celów, gdzie indziej niesklasyfikowana, dziana",XI,61
16126,"6114 20 00","Odzież specjalna dla grup zawodowych, sportowców i do innych celów, gdzie indziej niesklasyfikowana, z bawełny, dziana",XI,61
16127,"6114 30 00","Odzież specjalna dla grup zawodowych, sportowców i do innych celów, gdzie indziej niesklasyfikowana, z włókien chemicznych, dziana",XI,61
16128,"6114 90 00","Odzież specjalna dla grup zawodowych, sportowców i do innych celów, gdzie indziej niesklasyfikowana, z materiałów włókienniczych, dziana (z wył. Z bawełny i z włókien chemicznych)",XI,61
16129,6115,"Rajstopy, trykoty, pończochy, skarpety i pozostałe wyroby pończosznicze, włącznie z wyrobami pończoszniczymi o stopniowanym ucisku [np. pończochy przeciwżylakowe] i obuwiem bez nakładanych podeszew, dziane (z wył. Dla niemowląt)",XI,61
16130,"6115 10","Wyroby pończosznicze o stopniowanym ucisku [np. pończochy przeciwżylakowe], z materiałów włókienniczych,  dziane (z wył. Dla niemowląt)",XI,61
16131,"6115 10 10","Wyroby pończosznicze o stopniowanym ucisku, z włókien syntetycznych,  dziane",XI,61
16132,"6115 10 90","Wyroby pończosznicze o stopniowanym ucisku, z materiałów włókienniczych,  dziane (z wył. wyrobów z włókien syntetycznych i wyrobów dla niemowląt)",XI,61
16133,"6115 21 00","Rajstopy i trykoty, z włókien syntetycznych,  dziane, o masie liniowej nitki pojedynczej < 67 decyteksów (z wył. wyrobów  pończoszniczych o stopniowanym ucisku)",XI,61
